or_code;or_siren;or_nom;or_type;or_activ;or_l331;or_siret;or_nometab;or_ad_code;or_nomvoie;or_numero;or_rep;or_local;or_postal;or_commune;or_telfixe;or_mail;or_comment;or_creadat;or_majdate;or_majsrc;or_abddate;or_abdsrc
OR033001000460;451470348;CMRP;Operateur;;CMRP;45147034800017;;;5 RUE DU CHANT DES OISEAUX  78360 MONTESSON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000461; ;Cocosurf;Operateur;;COCO; ;;;RUE DE L HOPITAL  42370 SAINT HAON LE CHATEL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000462;422682583;Codepi;Operateur;;CDPI;42268258300022;;;26 RUE DU MARAIS  93100 MONTREUIL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000463;410620660;Cofintex 6 SA;Operateur;;COEX;41062066000051;;;5 AVENUE DES FRERES LUMIERES  94356 VILLIERS-SUR-MARNE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000464;552115891;Cofiroute;Operateur;;COFI;55211589100418;;;12-14 RUE LOUIS BLERIOT  92500 RUEIL-MALMAISON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000465;429165541;Cogent communications France;Operateur;;COGE;42916554100070;;;77 BOULEVARD DE LA REPUBLIQUE  92257 LA GARENNE COLOMBES  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000466;390912319;COGEWEB;Operateur;;COGW;39091231900030;;;21 AVENUE DE LA CREATIVITE  59650 VILLENEUVE D ASCQ;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000467;812723005;Cognac numérique;Operateur;;COGN;81272300500011;;;68 BOULEVARD DENFERT-ROCHEREAU CS 20217 16111 COGNAC;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000468;480607894;Colibriwithus;Operateur;;COLI;48060789400031;;;174 BUREAUX DE LA COLLINE 1 RUE ROYALE  92213 ST CLOUD  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000469;338034390;Collecte localisation satellites;Operateur;;CLSC;33803439000082;;;11 RUE HERMES  31520 RAMONVILLE-SAINT-AGNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000470;402628838;Colt technology services;Operateur;;COLT;40262883800136;;;23 RUE PIERRE VALETTE  92240 MALAKOFF;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000471;820025245;Com services pro;Operateur;;COMO;82002524500011;;;46 BIS RUE CENTRALE  69290 CRAPONNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000472;824895882;Comactions;Operateur;;CMTN;82489588200010;;;31 AVENUE JEAN MOULIN  77200 TORCY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000473;382840940;Comcable;Operateur;;COMC;38284094000177;;;5 BIS RUE DU PETIT ROBINSON  78350 JOUY-EN-JOSAS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000475;514067743;Comeca;Operateur;;COMA;51406774300021;;;ZONE D ACTIVITES MARCEL DORET 405 RUE MARCEL DASSAULT  62100 CALAIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000476;794145631;COMEVA;Operateur;;COME;79414563100014;;;ZA LES CHAMPS DU BOIS 9 RUE LOUIS MALBÈTE  36130 DEOLS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000477;792012981;Comin desk;Operateur;;COSK;79201298100025;;;47 ROUTE DU PLESSIS TREVISE  94430 CHENNEVIERES SUR MARNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000478;412966004;COM INT;Operateur;;COMI;41296600400027;;;BAT. A1 - ZAC LES TUILERIES   13112 LA DESTROUSSE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000479; ;Comité Champs Elysées;Operateur;;CCES; ;;;39 AVENUE DES CHAMPS ELYSEES  75008 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000480; ;Comité des fêtes de Kermeur en Plougonven;Operateur;;CFKP; ;;;LIEU DIT KERMEUR  29640 PLOUGONVEN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000481;807654439;Comlink;Operateur;;COML;80765443900023;;;184 RUE DU VIEUX CHATEAU  62220 CARVIN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000482; ;Comminges haut débit;Operateur;;COHD; ;;;MAIRIE 2 BOULEVARD JEANNE D ARC  31800 LABARTHE-RIVIERE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000483;241300417;Communauté d agglomération Arles Crau Camargue Montagnette ACCM;Operateur;;ACCM;24130041700086;;;CITE YVAN AUDOUARD 5 RUE YVAN AUDOUARD BP 30228 13637 ARLES  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000484;243400769;Communauté d agglomération Béziers Méditerranée;Operateur;;CABM;24340076900093;;;39 BOULEVARD DE VERDUN  34500 BEZIERS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000485;200035715;Communauté d agglomération Carcassonne agglo;Operateur;;CAAG;20003571500016;;;1 RUE PIERRE GERMAIN CS 20010 11890 CARCASSONNE  CEDEX 9;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000486;246300701;Communauté d agglomération Clermontoise-Clermont Communauté;Operateur;;CA63;24630070100231;;;64/66 AVENUE DE L UNION SOVIETIQUE BP 231 63007 CLERMONT FERRAND  CEDEX 1;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000487;241100593;Communauté d agglomération du grand Narbonne;Operateur;;CAGN;24110059300078;;;12 BOULEVARD FREDERIC MISTRAL  11000 NARBONNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000488;200049187;Communauté d agglomération du Grand Verdun;Operateur;;CAGV;20004918700012;;;11 RUE DU PRESIDENT POINCARE CS 80719 55107 VERDUN CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000489;248600413;Communauté d agglomération du Pays chatelleraudais;Operateur;;CAPC;24860041300012;;;78 BOULEVARD BLOSSAC CS 90618 86106 CHATELLERAULT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000490;200069037;Communauté d agglomération du Pays de Saint-Omer;Operateur;;CAST;20006903700014;;;2 RUE ALBERT CAMUS  62968 LONGUENESSE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000491;243400819;Communauté d agglomération Hérault Méditerranée;Operateur;;CA34;24340081900013;;;22 AVENUE DU 3EME MILLENAIRE  34630 SAINT-THIBERY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000492;243000643;Communauté d agglomération Nîmes métropole;Operateur;;CA30;24300064300045;;;LE COLISEE 3 RUE DU COLISEE  30947 NIMES  CEDEX 9;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000493;200067254;Communauté d agglomération Pau Béarn Pyrénées;Operateur;;CAPP;20006725400017;;;2 BIS PLACE ROYALE BP 547 64000 PAU;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000494;245701362;COMMUNAUTE D AGGLOMERATION PORTES DE FRANCE-THIONVILLE;Operateur;;CA57;24570136200015;;;HOTEL DE COMMUNAUTE ESPACE CORMONTAIGN 4 AVENUE GABRIEL LIPPMANN CS 30054 57972 YUTZ  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000495; ;COMMUNAUTE D AGGLOMERATION SEINE-ESSONNE;Operateur;;CA91; ;;;RN 7 ROND-POINT DE LA DEMI-LUNE BP 14 91830 LE COUDRAY-MONTCEAUX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000496;245901160;Communauté d agglomération Valenciennes métropole;Operateur;;CAVA;24590116000011;;;HOPITAL DU HAINAUT 2 PLACE DE L HOPITAL GENERAL CS 60227 59305 VALENCIENNES  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000497; ;COMMUNAUTE DE COMMUNES CESTAS CANEJAN;Operateur;;CACE; ;;;2 AVENUE DU BARON HAUSSAMNN BP 9 33611 CESTAS  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000498;243100799;Communauté de communes coeur et coteaux du Comminges;Operateur;;CC31;24310079900077;;;4 RUE DE LA REPUBLIQUE  31800 SAINT-GAUDENS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000499;243801073;COMMUNAUTE DE COMMUNES DE BIEVRE EST;Operateur;;CCBE;24380107300053;;;PARC D ACTIVITES BIEVRE DAUPHINE 1352 RUE AUGUSTIN BLANCHET  38690 COLOMBE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000500; ;COMMUNAUTE DE COMMUNES DES COTES DE CHAMPAGNE;Operateur;;R196; ;;;8 PLACE DU MATRAS  51340 VANAULT LES DAMES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000501;240500322;COMMUNAUTE DE COMMUNES DU CANTON DE RIBIERS;Operateur;;RVDM;24050032200013;;;15 GRAND RUE  05300 RIBIERS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000502;200069441;Communauté de communes du Pays de Bitche;Operateur;;CCPB;20006944100018;;;4 RUE DU GENERAL STUHL BP 80043 57232 BITCHE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000503;245701206;Communauté de communes du Saulnois;Operateur;;CCSL;24570120600147;;;14TER PLACE DE LA SALINE  57170 CHATEAU-SALINS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000504;200000172;Communauté de communes Faucigny-Glières;Operateur;;CCFG;20000017200011;;;6 PLACE DE L HOTEL DE VILLE  74130 BONNEVILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000505; ;COMMUNAUTE DE COMMUNES PROVENCE LUBERON DURANCE;Operateur;;CPLD; ;;;315C AVENUE SAINT BALDOU  84300 CAVAILLON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000506;200039949;Communauté de communes Rives de Moselle;Operateur;;RIMO;20003994900017;;;1 PLACE DE LA GARE  57280 MAIZIERES-LES-METZ;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000507;247100290;Communauté urbaine Creusot Montceau les Mines;Operateur;;CUCM;24710029000011;;;CHATEAU DE LA VERRERIE  BP 90069 71206 LE CREUSOT  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000508;200067213;Communauté urbaine du grand Reims;Operateur;;CUGR;20006721300120;;;CS 80036 51722 REIMS  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000509;218100048;Commune d Albi;Operateur;;CA81;21810004800014;;;MAIRIE 16 RUE DE L HOTEL DE VILLE  81000 ALBI;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000510; ;Commune de Bonnétable;Operateur;;CBON; ;;;MAIRIE 44 RUE DU MARECHAL LECLERC  72110 BONNETABLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000511;217400423;Commune de Bonneville;Operateur;;BO74;21740042300018;;;PLACE DE L HOTEL DE VILLE BP 139 74136 BONNEVILLE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000512; ;Commune de Bourg Saint Maurice - Les Arcs;Operateur;;BSMA; ;;;PLACE MARCEL GAIMARD  73700 BOURG SAINT MAURICE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000513;219733029;Commune de Cayenne;Operateur;;CAYE;21973302900017;;;HOTEL DE VILLE 1 RUE DE REMIRE  97300 CAYENNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000514;218500478;Commune de Challans;Operateur;;CHLL;21850047800209;;;HOTEL DE VILLE 1 BOULEVARD LUCIEN DODIN BP 239 85302 CHALLANS  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000515;215101015;Commune de Châlons-en-Champagne;Operateur;;CCEC;21510101500018;;;HOTEL DE VILLE PLACE FOCH  51022 CHALONS-EN-CHAMPAGNE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000516;217802990;Commune de Hardricourt;Operateur;;HRDT;21780299000051;;;2 RUE CHANTEREINE  78250 HARDRICOURT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000517;217803113;Commune de Houilles;Operateur;;COHO;21780311300018;;;MAIRIE 16 RUE GAMBETTA  78800 HOUILLES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000518; ;Commune de Huningue;Operateur;;HUUE; ;;;2 RUE DE SAINT LOUIS BP 350 68333 HUNINGUE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000519;216703009;Commune de Molsheim;Operateur;;MLSH;21670300900011;;;MAIRIE DE MOLSHEIM 17 PLACE DE L HOTEL DE VILLE  67129 MOLSHEIM  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000520;213501893;Commune de Montgermont;Operateur;;MTGT;21350189300019;;;PLACE JANE BEUSNEL  35760 MONTGERMONT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000521;219740099;Commune de Saint-André;Operateur;;SA97;21974009900011;;;MAIRIE PLACE DU 2 DECEMBRE BP 505 97440 SAINT-ANDRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000522;441996279;COMMUNICATION INTERACTIVE;Operateur;;COIN;44199627900010;;;16 A RUE DE BREST  35000 RENNES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000523;818061103;Communication network managed;Operateur;;CNMD;81806110300011;;;46 ROUTE DE NIMES  30540 MILHAUD;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000524;805327806;Communication Océan Indien;Operateur;;COEN;80532780600032;;;16 RUE JULIETTE DODU BP 40684 97400 SAINT-DENIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000525;531657963;Communication@Marketing;Operateur;;COMG;53165796300025;;;2000 ROUTE DES LUCIOLES BP 29 06901 BIOT  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000526;451373039;COMPAGNIE EUROPEENNE DU HAUT DEBIT CEHD;Operateur;;R076;45137303900036;;;7 RUE DE LA CROIX MARTRE  91120 PALAISEAU;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000527;384989208;COMPAGNIE PHOCEENNE D EQUIPEMENTS MULTISITES (CPEM);Operateur;;CPEM;38498920800010;;;23 RUE PAVILLON  13001 MARSEILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000528; ;Compatel limited;Operateur;;CLIM; ;;;6TH FLOOR 94 WIGMORE STREET  W1U 3RF LONDON   ROYAUME-UNI;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000529;418299699;Completel;Operateur;;COMP;41829969900417;;;1 SQUARE BELA BARTOK  75015 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000530;479076929;Compugroup medical France;Operateur;;CGMF;479076929;;;55 AV DES CHAMPS PIERREUX  92012 NANTERRE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000531;803363274;Computer finance;Operateur;;CFIN;80336327400017;;;PARC D ENTREPRISES VAL D EUROPE 4 BOULEVARD MICHAEL FARADAY  77716 MARNE LA VALLEE  4;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000532;828294926;Comserv groupe;Operateur;;COGR;82829492600013;;;5 RUE JACQUELINE BRUMAIRE  95220 HERBLAY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000533;130021454;COMUE université Paris-Est;Operateur;;UNPE;13002145400017;;;6 AVENUE BLAISE PASCAL  77455 CHAMPS SUR MARNE  CEDEX 2;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000534;502611114;Concord télécom;Operateur;;CTEL;50261111400021;;;112 AV KLEBER  75116 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000535;799738687;Conetic;Operateur;;CTIC;79973868700018;;;13 JULES VALLES  28300 MAINVILLIERS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000536;352732465;CONEXDATA;Operateur;;CONX;35273246500047;;;60 RUE ETIENNE DOLET  92240 MALAKOFF;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000537;539532341;CONFLUENCES FIBRE;Operateur;;CONF;53953234100010;;;11 AVENUE DE L EUROPE  31520 RAMONVILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000538;791458805;Connect;Operateur;;CNNT;79145880500029;;;ZONE ACTICLUB 5 R 16 RUE DES CHAMPS  59650 VILLENEUVE D ASCQ;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000539;529063158;Connectel;Operateur;;CNNL;52906315800016;;;TECHNOPOLE AGROPARC 1 IMPASSE PAUL TURCY  84140 MONTFAVET;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000540;804258192;Connective-it;Operateur;;VEIT;80425819200017;;;39 RUE FAIDHERBE  59000 LILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000541;488658733;Connex it;Operateur;;COXI;48865873300032;;;95 RUE DU DAUPHINE  69800 SAINT PRIEST;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000542; ;CONNEXION BY BOEING IRELAND LIMITED;Operateur;;CNBO; ;;;HEATHROW HOUSE BATH ROAD  TW5 9QQ HOUNSLOW MIDDLESEX  ROYAUME-UNI;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000543;788624955;Connexion telecom;Operateur;;CNTM;78862495500019;;;188 BOULEVARD CHAVE  13005 MARSEILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000547;229730015;CONSEIL GENERAL DE GUYANE;Operateur;;O973;22973001500018;;;HOTEL DU DEPARTEMENT DE LA GUYANE PLACE LEOPOLD HEDER BP 5021 97305 CAYENNE CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000549; ;CONSEIL GENERAL DE L AUBE;Operateur;;CG10; ;;;HOTEL DU DEPARTEMENT  BP 394 10026 TROYES  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000550; ;CONSEIL GENERAL DES ARDENNES;Operateur;;CGAR; ;;;HÔTEL DU DÉPARTEMENT  08011 CHARLEVILLE-MEZIERES  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000553;379311657;CONSEIL RESEAU TELE-INFORMATIQUE;Operateur;;CRTI;37931165700041;;;403 ROUTE DE DARNETAL  76230 BOIS GUILLAUME;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000554;537526329;Consept services;Operateur;;COSE;53752632900017;;;ZAC DES HAUTS DE COUERON RUE DES FORGERONS  44220 COUERON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000555;440218931;CONTACT OI;Operateur;;COOI;44021893100028;;;C O SEMIR ATELIER 9 16 RUE CLAUDE CHAPPE  97420 LE PORT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000556;503316275;CONVERGENCE BUSINESS;Operateur;;COBU;50331627500026;;;17 BOULEVARD ALFRED DE VIGNY BP 129 79104 THOUARS  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000557;518676440;Convergence internet protocole engeneering;Operateur;;CIPE;51867644000010;;;18-20 RUE CLAUDE TILLIER  75012 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000558;432354330;Copwell ;Operateur;;COPW;43235433000040;;;100 AVENUE DU GENERAL LECLERC  93500 PANTIN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000559;831217757;Coral telecom;Operateur;;CORA;83121775700010;;;IMMEUBLE LE COLIBRI 5 RUE GENERAL DE GAULLE  97150 MARIGOT SAINT-MARTIN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000560;804524544;Coresystem;Operateur;;COSY;80452454400017;;;NICE PREMIER BL33 455 PROMENADE DES ANGLAIS  06200 NICE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000561;419735741;Coriolis telecom SAS;Operateur;;CORI;41973574100052;;;IMMEUBLE GALLIENI 2 RUE BENOIT MALON  92150 SURESNES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000562;752896951;Corporate distribution diversity;Operateur;;CDDY;75289695100015;;;8 PREUILLET  86700 PAYRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000563;327788469;CORSE DIFFUSION INFORMATIQUE;Operateur;;CDIN;32778846900036;;;LIEU DIT CEPPE 15 LOTISSEMENT ARBUCETTA  20620 BIGUGLIA;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000564;432706265;CORSICA HAUT DEBIT;Operateur;;CORS;43270626500035;;;BP 812  20912 AJACCIO  CEDEX 4;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000565;750414021;CORSICA NETWORKS;Operateur;;COKS;75041402100014;;;LIEU DIT PURTONE  20213 CASTELLARE DI CASINCA;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000566;532116183;CORSICALINK NETWORKS;Operateur;;CONE;53211618300015;;;IMMEUBLE MAREVISTA 12 QUAI DES MARTYRS BP 122 20292 BASTIA CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000567;491927554;COTEAUX ET VALLEE DE L HERS NETWORKS-COVAL NETWORKS;Operateur;;COTE;49192755400023;;;30 AVENUE EDOUARD BELIN  92566 RUEIL-MALMAISON  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000568;479281495;COVAGE;Operateur;;AXAF;47928149500032;;;30 AVENUE EDOUARD BELIN  92566 RUEIL MALMAISON  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000569;825128176;Covage 92;Operateur;;CO92;82512817600013;;;30 AVENUE EDOUARD BELIN  92500 RUEIL-MALMAISON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000570;508094927;COVAGE NETWORKS;Operateur;;COVA;50809492700011;;;30 AVENUE EDOUARD BELIN  92566 RUEIL MALMAISON  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000571;795060201;Covage THD;Operateur;;COAG;79506020100014;;;30 AVENUE EDOUARD BELIN  92500 RUEIL-MALMAISON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000572;493862296;COVERAGE COMMUNICATION;Operateur;;COVE;49386229600032;;;4 IMPASSE DE LA NOISETTE  91370 VERRIERES LE BUISSON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000573;799614243;CPM Informatique;Operateur;;CPMI;79961424300019;;;41 RUE HECTOR BERLIOZ  69009 LYON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000574;480453638;CPRT (COMMERCIALISATION DE PRODUITS RESEAUX TELECOM);Operateur;;CPRT;48045363800011;;;8 RUE RIGOLLET  93700 DRANCY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000575;529549412;CREALIZ;Operateur;;CRLI;52954941200011;;;18 RUE DE LA LIBERTE  67800 BISCHHEIM;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000576;409200847;CREAWEB;Operateur;;CREA;40920084700021;;;BATIMENT EQUATOP II 61 RUE DU MURIER  37540 ST CYR SUR LOIRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000577;478354202;CREUSOT MONTCEAU NETWORKS;Operateur;;CREU;47835420200036;;;30 AVENUE EDOUARD BELIN  92566 RUEIL MALMAISON  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000578;750366544;CRH;Operateur;;CRHH;75036654400021;;;2 RUE DU CADUCEE  94516 RUNGIS  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000579;502660566;CTNEX;Operateur;;CTNX;50266056600030;;;22TER BOULEVARD DU VAL CLARET  06600 ANTIBES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000580;378499073;CTS COMPUTERS AND TELECOMMUNICATIONS SYSTEMS;Operateur;;CTSC;37849907300047;;;130 AVENUE DU PRESIDENT WILSON  93512 MONTREUIL  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000581;340140102;CTV;Operateur;;CTV8;34014010200039;;;PARC D ACTIVITES BEAUPUY 3-MOUILLERON-  BP 107 85003 LA ROCHE-SUR-YON  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000582;440554137;CUBE;Operateur;;CUBE;44055413700032;;;12 RUE EMILE RASPAIL  94110 ARCUEIL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000583;812773091;Cubic telecom France;Operateur;;CTFR;81277309100010;;;LEVEL 5 VUITON 101 AVENUE DES CHAMPS ELYSEES  75008 PARIS  PARIS 08;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000584;508538048;CUCCIARRE JEAN MARC JOSEPH;Operateur;;CUCC;50853804800010;;;LE VIGNALS R 17  06420 ISOLA;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000585; ;CUSTOM CONNECT MW B.V.;Operateur;;CUST; ;;;ALGOLWEG 11  3821 BG AMERSFOORT   PAYS-BAS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000586;495384984;CYBER EUROP;Operateur;;CYBP;49538498400011;;;70 CHEMIN LIGNE BERTHAUT  97 SAINT PAUL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000587;000000000;CYPRUS TELECOMMUNICATIONS AUTHORITY;Operateur;;CYTA;00000000000000;;;TELECOMMUNICATIONS ST. STROVOLOS P.O. BOX 24929  NICOSIA CY 1396   CHYPRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000588;429734601;D2SI INFORMATIQUE SERVICES;Operateur;;D2SI;42973460100058;;;HAMEAU DE GRUCHY 9 RUE DE LA PORTE DES CHAMPS  14740 ROSEL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000589;444722169;D3 TELECOM;Operateur;;D3TE;44472216900018;;;20 RUE LALO  75116 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000590;450686076;DAHCAR TELECOM INCORPORATED N.V.;Operateur;;DAHC;45068607600016;;;BELLEVUE  BP 1148 97150 ST MARTIN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000591; ;Daisy wholesale limited;Operateur;;MURP; ;;;MITCHELL HOUSE SOUTHAMPTON ROAD  SO50 9XD EASTLEIGH HAMPSHIRE  ROYAUME-UNI;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000592; ;DALASON GMBH;Operateur;;DALA; ;;;BERRENRATHER STRASSE 188C  50937 KOLN   ALLEMAGNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000593;491216602;DALIX JULIEN;Operateur;;R209;49121660200012;;;LIEU DIT BRAULEN  24370 CALVIAC EN PERIGORD;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000594;411570245;Daltoner;Operateur;;DALT;41157024500034;;;ZONE NEPTUNE 915 RUE LOUISE MICHEL  50000 SAINT-LO;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000595;508451564;Damanapol International;Operateur;;DAMA;50845156400027;;;11 RUE DU SOLEIL LEVANT  92140 CLAMART;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000596;480499763;Darty telecom;Operateur;;DART;48049976300047;;;37 RUE BOISSIERE  75116 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000597;799322870;Data Telecom;Operateur;;DTEL;79932287000012;;;TECHNOPOLE SOPHIA ANTIPOLIS 2 AVENUE PYTHAGORE  06560 VALBONNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000598;799902051;Datacampus;Operateur;;DPUS;79990205100017;;;27 AVENUE RENE CASSIN  86360 CHASSENEUIL-DU-POITOU;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000599;419964010;Dauphin telecom;Operateur;;DAUF;41996401000062;;;MARIGOT 12 RUE DE LA REPUBLIQUE  97150 SAINT-MARTIN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000600;504845397;DAUPHIN TELECOM GUADELOUPE;Operateur;;DAUP;50484539700000;;;BAT A IMM NEVADA ZI DE JARRY RUE THOMAS EDISON  97122 BAIE MAHAULT;;;;;;;;;2017-11-19 22:30:50;;;;
